Name,Age,mlbID,Lev,Tm,Age,G,GS,W,SV,IP,H,ER,BB,SO,HR,ERA,WHIP,BF,SO/W,SB,PO,team_abbr
Jesse Scholtens,32,669947,Maj-AL,"Chicago,Tampa Bay",32,30,11,2.0,1.0,103.0,114,55,36,77,16,4.81,1.456,451,2.14,8,1,
Jonathan Schoop,31,570731,Maj-AL,Detroit,31,1,0,,,1.1,1,0,0,1,0,0.0,0.75,5,,0,0,DET
John Schreiber,32,670167,Maj-AL,"Boston,Kansas City",32,192,2,9.0,5.0,172.1,153,73,74,169,19,3.81,1.317,741,2.28,4,1,
Noah Schultz,22,702273,Maj-AL,Chicago,22,1,1,,,4.1,3,3,4,4,0,6.23,1.615,20,1.0,1,0,CWS
Paxton Schultz,28,687606,"Maj-AL,Maj-NL","Toronto,Washington",28,18,2,,,32.2,35,16,9,35,6,4.41,1.347,145,3.89,1,0,
Tyler Schweitzer,25,805326,Maj-AL,Chicago,25,1,0,,,1.1,2,1,1,1,0,6.75,2.25,7,1.0,0,0,CWS
Spencer Schwellenbach,25,680885,Maj-NL,Atlanta,25,38,38,15.0,,234.1,195,84,41,235,27,3.23,1.007,934,5.73,7,1,ATL
Christian Scott,25,681035,Maj-NL,New York,25,9,9,,,47.1,45,24,12,39,8,4.56,1.204,197,3.25,1,0,NYM
Tanner Scott,31,656945,Maj-NL,"Los Angeles,Miami,San Diego",31,222,0,19.0,57.0,220.2,157,63,79,264,18,2.57,1.069,885,3.34,14,0,
Tayler Scott,33,605463,"Maj-AL,Maj-NL","Arizona,Boston,Houston,Los Angeles,Oakland",33,104,3,8.0,,113.2,102,52,63,112,16,4.12,1.452,504,1.78,32,0,
Connor Seabold,30,657756,"Maj-AL,Maj-NL","Atlanta,Colorado,Detroit,Tampa Bay",30,39,13,2.0,,106.1,135,80,37,86,22,6.77,1.618,491,2.32,2,0,
JP Sears,29,676664,"Maj-AL,Maj-NL","Athletics,Oakland,San Diego",29,91,91,25.0,,489.0,480,251,138,415,92,4.62,1.264,2076,3.01,42,4,
Anthony Seigler,26,678011,Maj-NL,Milwaukee,26,1,0,,,1.0,1,0,0,0,0,0.0,1.0,4,,0,0,MIL
Colin Selby,27,681882,"Maj-AL,Maj-NL","Baltimore,Kansas City,Pittsburgh",27,37,5,2.0,,45.0,48,31,21,49,6,6.2,1.533,202,2.33,3,0,
Kodai Senga,33,673540,Maj-NL,New York,33,59,58,20.0,,307.1,251,119,150,346,35,3.48,1.305,1307,2.31,17,1,NYM
Antonio Senzatela,31,622608,Maj-NL,Colorado,31,40,28,4.0,1.0,162.1,218,109,60,99,28,6.04,1.713,745,1.65,7,0,COL
Luis Severino,32,622663,"Maj-AL,Maj-NL","Athletics,New York",32,87,86,24.0,,475.1,480,250,170,404,68,4.73,1.367,2067,2.38,38,17,
Paul Sewald,36,623149,"Maj-AL,Maj-NL","Arizona,Cleveland,Detroit,Seattle",36,148,0,5.0,65.0,137.1,112,58,43,169,22,3.8,1.129,566,3.93,16,2,
Carson Seymour,26,693313,Maj-NL,San Francisco,26,16,3,1.0,,36.0,37,19,13,26,9,4.75,1.389,156,2.0,2,0,SF
Ian Seymour,27,693855,Maj-AL,Tampa Bay,27,27,5,4.0,,66.1,60,32,21,76,5,4.34,1.221,283,3.62,3,0,TB
Bryan Shaw,36,543766,Maj-AL,Chicago,36,43,0,,4.0,49.2,47,25,21,44,4,4.53,1.369,214,2.1,2,1,CWS
Emmet Sheehan,26,686218,Maj-NL,Los Angeles,26,39,27,12.0,1.0,164.2,132,79,63,181,23,4.32,1.184,682,2.87,5,2,LAD
Ryan Sherriff,33,595411,Maj-AL,Boston,33,5,0,,,6.2,6,2,2,5,0,2.7,1.2,29,2.5,2,0,BOS
Zack Short,28,670097,Maj-AL,Detroit,28,6,0,,,6.0,12,4,1,1,0,6.0,2.167,32,1.0,0,0,DET
Chasen Shreve,33,592741,"Maj-AL,Maj-NL","Cincinnati,Colorado,Detroit",33,50,0,1.0,,44.2,47,23,13,43,7,4.63,1.343,193,3.31,1,0,
Chase Shugart,29,663767,"Maj-AL,Maj-NL","Boston,Philadelphia,Pittsburgh",29,43,0,4.0,1.0,56.2,44,22,21,42,8,3.49,1.147,229,2.0,2,0,
Jared Shuster,27,694363,"Maj-AL,Maj-NL","Atlanta,Chicago,St. Louis",27,64,17,6.0,,145.1,156,85,66,99,16,5.26,1.528,648,1.5,18,1,
Chase Silseth,26,681217,Maj-AL,Los Angeles,26,39,10,4.0,,79.0,64,33,42,90,14,3.76,1.342,342,2.14,12,1,LAA
Josh Simpson,27,681006,Maj-NL,Miami,27,31,0,4.0,,30.2,34,25,22,36,5,7.34,1.826,151,1.64,1,0,MIA
Lucas Sims,32,608371,"Maj-AL,Maj-NL","Boston,Chicago,Cincinnati,Washington",32,150,0,9.0,4.0,130.2,95,67,88,141,15,4.61,1.401,581,1.6,9,4,
Brady Singer,29,663903,"Maj-AL,Maj-NL","Cincinnati,Kansas City",29,98,97,32.0,,527.0,534,259,166,481,64,4.42,1.328,2265,2.9,29,3,
Evan Sisk,29,681895,"Maj-AL,Maj-NL","Kansas City,Pittsburgh",29,22,0,1.0,,21.2,23,9,11,31,1,3.74,1.569,100,2.82,4,0,
Paul Skenes,24,694973,Maj-NL,Pittsburgh,24,60,60,24.0,,342.2,243,78,81,409,23,2.05,0.946,1335,5.05,10,7,PIT
Tarik Skubal,29,669373,Maj-AL,Detroit,29,88,88,43.0,,537.2,387,140,94,660,41,2.34,0.895,2077,7.02,13,5,DET
Justin Slaten,28,686580,Maj-AL,Boston,28,86,0,8.0,5.0,94.2,77,35,22,89,7,3.33,1.046,384,4.05,4,1,BOS
Austin Slater,32,596103,Maj-AL,New York,32,1,0,,,0.2,1,0,0,0,0,0.0,1.5,3,,0,0,NYY
Ethan Small,26,663629,Maj-NL,Milwaukee,26,2,0,,1.0,4.0,9,5,2,6,1,11.25,2.75,23,3.0,0,0,MIL
Devin Smeltzer,27,656970,Maj-NL,Miami,27,9,1,,,22.1,29,16,4,16,7,6.45,1.478,100,4.0,0,0,MIA
Burch Smith,34,572143,"Maj-AL,Maj-NL","Baltimore,Miami",34,50,0,4.0,,56.1,64,31,12,46,6,4.95,1.349,241,3.83,6,0,
Cade Smith,27,671922,Maj-AL,Cleveland,27,173,0,18.0,22.0,173.1,122,49,43,241,7,2.54,0.952,689,5.6,6,0,CLE
Chad Smith,28,663385,Maj-AL,Oakland,28,10,0,1.0,,13.2,15,10,7,9,2,6.59,1.61,60,1.29,0,1,OAK
Dominic Smith,29,642086,Maj-AL,Boston,29,3,0,,,3.0,2,0,1,0,0,0.0,1.0,11,0.0,0,0,BOS
Drew Smith,30,622098,Maj-NL,New York,30,80,0,5.0,5.0,73.0,67,32,38,81,9,3.95,1.438,319,2.13,5,1,NYM
Dylan Smith,25,681916,Maj-AL,Detroit,25,7,0,1.0,,13.0,6,2,5,4,0,1.38,0.846,48,0.8,0,0,DET
Pavin Smith,28,656976,Maj-NL,Arizona,28,1,0,,,1.0,0,0,1,0,0,0.0,1.0,5,0.0,0,0,ARI
Shane Smith,26,681343,Maj-AL,Chicago,26,32,32,7.0,,154.2,129,72,67,156,18,4.19,1.267,665,2.33,14,4,CWS
Will Smith,34,519293,Maj-AL,"Kansas City,Texas",34,110,0,2.0,23.0,102.0,92,62,35,88,13,5.47,1.245,428,2.51,12,3,
AJ Smith-Shawver,22,700363,Maj-NL,Atlanta,22,18,16,4.0,,78.0,69,37,35,70,15,4.27,1.333,336,2.0,13,0,ATL
Drew Smyly,35,592767,Maj-NL,Chicago,35,91,23,15.0,,201.0,204,104,81,197,36,4.66,1.418,883,2.43,22,7,CHC
Kirby Snead,29,669912,Maj-AL,"Oakland,Seattle",29,26,0,1.0,,22.0,26,11,13,16,1,4.5,1.773,104,1.23,3,1,
Blake Snell,32,605483,Maj-NL,"Los Angeles,San Diego,San Francisco",32,68,67,27.0,,375.0,246,106,181,483,27,2.54,1.139,1523,2.67,45,6,
Collin Snider,29,676092,Maj-AL,"Kansas City,Seattle",29,86,1,5.0,1.0,88.1,92,36,32,82,11,3.67,1.404,383,2.56,6,1,
Peter Solomon,26,656981,Maj-NL,Arizona,26,5,0,,,13.1,17,18,11,6,2,12.15,2.1,67,0.55,1,0,ARI
Drew Sommers,24,805427,Maj-AL,Detroit,24,4,0,,,3.0,7,6,3,3,1,18.0,3.333,19,1.0,0,1,DET
George Soriano,27,666277,Maj-NL,"Miami,St. Louis",27,82,1,4.0,3.0,128.1,123,83,61,125,24,5.82,1.434,574,2.05,7,1,
Jos\xc3\xa9 Soriano,27,667755,Maj-AL,Los Angeles,27,96,56,22.0,,356.2,293,141,159,344,25,3.56,1.267,1497,2.16,9,1,LAA
Michael Soroka,28,647336,"Maj-AL,Maj-NL","Arizona,Atlanta,Chicago,Washington",28,60,36,9.0,,226.0,197,120,93,237,36,4.78,1.283,976,2.55,24,2,
Gregory Soto,31,642397,"Maj-AL,Maj-NL","Baltimore,New York,Philadelphia,Pittsburgh",31,222,0,7.0,7.0,189.0,170,85,80,220,15,4.05,1.323,832,2.75,16,2,
Bennett Sousa,30,656986,"Maj-AL,Maj-NL","Houston,Milwaukee",30,51,0,5.0,4.0,59.2,43,20,17,69,5,3.02,1.006,233,4.06,11,1,
Alex Speas,26,666208,Maj-AL,"Houston,Texas",26,4,0,,,4.0,4,4,6,6,1,9.0,2.5,20,1.0,0,0,
Gabe Speier,31,642100,Maj-AL,Seattle,31,190,0,7.0,2.0,155.1,121,63,41,192,16,3.65,1.043,625,4.68,21,2,SEA
Mitch Spence,28,687765,Maj-AL,"Athletics,Kansas City,Oakland",28,68,32,11.0,1.0,240.0,265,131,75,195,37,4.91,1.417,1047,2.6,20,0,
Carson Spiers,27,686730,Maj-NL,Cincinnati,27,29,14,5.0,1.0,117.0,143,74,41,103,24,5.69,1.573,534,2.51,3,0,CIN
Jeffrey Springs,33,605488,Maj-AL,"Athletics,Tampa Bay",33,46,44,18.0,,244.2,202,95,77,219,34,3.49,1.14,1001,2.84,28,3,
Brandon Sproat,25,687075,Maj-NL,"Milwaukee,New York",25,8,6,,,37.2,36,24,18,33,4,5.73,1.434,158,1.83,2,3,
Jacob Stallings,35,607732,Maj-NL,"Colorado,Miami",35,8,0,,,10.0,14,5,0,2,1,4.5,1.4,44,,0,0,
Ryne Stanek,34,592773,"Maj-AL,Maj-NL","Houston,New York,Seattle,St. Louis",34,203,0,17.0,11.0,182.1,168,100,88,197,26,4.94,1.404,803,2.24,5,0,
Josh Staumont,30,622251,Maj-AL,"Kansas City,Minnesota",30,46,1,1.0,,44.1,33,22,27,42,1,4.47,1.353,191,1.56,4,0,
Justin Steele,29,657006,Maj-NL,Chicago,29,58,58,24.0,,330.2,299,117,78,332,31,3.18,1.14,1363,4.26,17,2,CHC
Michael Stefanic,29,683021,Maj-AL,"Los Angeles,Toronto",29,2,0,,,2.0,1,0,0,0,0,0.0,0.5,8,,0,0,
Trevor Stephan,27,663986,Maj-AL,Cleveland,27,69,0,7.0,2.0,66.2,63,31,26,72,6,4.19,1.335,288,2.77,13,0,CLE
Jackson Stephens,30,623451,Maj-NL,Atlanta,30,8,0,,,15.1,18,5,6,13,2,2.93,1.565,69,2.17,2,0,ATL
Robert Stephenson,32,596112,"Maj-AL,Maj-NL","Los Angeles,Pittsburgh,Tampa Bay",32,71,0,5.0,1.0,62.1,37,21,19,87,9,3.03,0.898,243,4.58,3,0,
Justin Sterner,29,686993,Maj-AL,"Athletics,Tampa Bay",29,71,1,4.0,,81.0,67,29,27,88,11,3.22,1.16,341,3.26,15,0,
Brock Stewart,33,592779,"Maj-AL,Maj-NL","Los Angeles,Minnesota",33,90,0,4.0,1.0,84.0,67,24,33,107,7,2.57,1.19,346,3.24,11,4,
Robert Stock,35,476594,Maj-AL,Boston,35,2,0,,,2.2,4,3,4,1,1,10.13,3.0,15,0.25,0,0,BOS
Gavin Stone,25,694813,Maj-NL,Los Angeles,25,33,29,12.0,1.0,171.1,179,86,50,138,26,4.52,1.337,732,2.76,9,1,LAD
Levi Stoudt,25,686651,Maj-NL,Cincinnati,25,4,2,,,10.1,16,11,8,9,1,9.58,2.323,55,1.13,3,0,CIN
Matt Strahm,34,621381,"Maj-AL,Maj-NL","Kansas City,Philadelphia",34,207,10,17.0,12.0,228.0,165,72,57,270,23,2.84,0.974,909,4.74,11,1,
Chris Stratton,34,608717,"Maj-AL,Maj-NL","Kansas City,Los Angeles,St. Louis,Texas",34,140,0,6.0,5.0,166.0,158,94,70,150,18,5.1,1.373,717,2.14,11,3,
Hunter Stratton,28,676702,Maj-NL,"Atlanta,Pittsburgh",28,59,0,3.0,2.0,68.2,69,29,17,59,8,3.8,1.252,294,3.47,2,1,
Hunter Strickland,36,519326,Maj-AL,Los Angeles,36,91,0,4.0,2.0,95.1,73,35,34,71,12,3.3,1.122,385,2.09,7,2,LAA
Spencer Strider,26,675911,Maj-NL,Atlanta,26,59,59,27.0,,333.2,292,153,119,439,48,4.13,1.232,1396,3.69,38,8,ATL
Ross Stripling,34,548389,"Maj-AL,Maj-NL","Oakland,San Francisco",34,44,25,2.0,,174.1,213,110,38,119,27,5.68,1.44,762,3.13,13,2,
Marcus Stroman,34,573186,"Maj-AL,Maj-NL","Chicago,New York",34,65,62,22.0,1.0,324.1,328,161,125,250,34,4.47,1.397,1402,2.0,45,2,
Kade Strowd,27,669704,Maj-AL,Baltimore,27,25,0,,,26.1,16,5,13,24,1,1.71,1.101,105,1.85,1,1,BAL
Peter Strzelecki,29,657265,"Maj-AL,Maj-NL","Arizona,Cleveland,Milwaukee",29,46,0,3.0,,47.2,44,21,15,46,4,3.97,1.238,207,3.07,9,0,
Garrett Stubbs,31,596117,Maj-NL,Philadelphia,31,4,0,,,4.0,6,7,2,0,2,15.75,2.0,19,0.0,0,0,PHI
Albert Su\xc3\xa1rez,36,544150,Maj-AL,Baltimore,36,41,25,12.0,1.0,154.1,147,63,47,122,20,3.67,1.257,645,2.6,12,0,BAL
Andrew Su\xc3\xa1rez,30,605498,Maj-NL,St. Louis,30,13,0,,,27.2,33,22,15,17,7,7.16,1.735,130,1.13,0,0,STL
Jos\xc3\xa9 Suarez,28,660761,"Maj-AL,Maj-NL","Atlanta,Los Angeles",28,45,12,4.0,3.0,116.2,135,78,62,112,18,6.02,1.689,539,1.81,4,4,
Ranger Suarez,30,624133,"Maj-AL,Maj-NL","Boston,Philadelphia",30,85,84,31.0,,483.1,464,185,140,461,45,3.44,1.25,2015,3.29,23,4,
Robert Suarez,35,663158,Maj-NL,"Atlanta,San Diego",35,175,0,19.0,80.0,176.2,127,58,43,172,18,2.95,0.962,690,4.0,5,0,
Wander Suero,33,593833,"Maj-AL,Maj-NL","Atlanta,Houston,Los Angeles",33,11,0,1.0,,14.1,17,15,9,16,5,9.42,1.814,68,1.78,5,0,
Tomoyuki Sugano,36,608372,"Maj-AL,Maj-NL","Baltimore,Colorado",36,34,34,11.0,,177.2,192,90,41,121,38,4.56,1.311,761,2.95,9,0,
Cole Sulser,36,642121,"Maj-AL,Maj-NL","Arizona,New York,Tampa Bay",36,39,3,4.0,,55.2,48,18,25,50,4,2.91,1.311,233,2.0,6,1,
Brent Suter,36,608718,"Maj-AL,Maj-NL","Cincinnati,Colorado,Los Angeles",36,159,9,6.0,2.0,218.0,214,88,61,174,26,3.63,1.261,917,2.85,8,13,
Matt Svanson,27,694335,Maj-NL,St. Louis,27,48,0,4.0,,71.0,51,29,29,78,6,3.68,1.127,292,2.69,1,0,STL
Erik Swanson,31,657024,Maj-AL,Toronto,31,120,0,7.0,4.0,110.2,95,52,43,115,20,4.23,1.247,460,2.67,12,1,TOR
Devin Sweet,26,682967,Maj-AL,"Oakland,Seattle",26,7,0,1.0,,8.2,10,10,6,6,4,10.38,1.846,43,1.0,0,0,
Noah Syndergaard,30,592789,"Maj-AL,Maj-NL","Cleveland,Los Angeles",30,18,18,2.0,,88.2,104,64,19,56,22,6.5,1.387,391,2.95,34,0,
Jameson Taillon,34,592791,Maj-NL,Chicago,34,87,86,32.0,1.0,480.0,447,208,111,391,78,3.9,1.163,1976,3.52,42,3,CHC
Domingo Tapia,31,593619,Maj-NL,San Diego,31,14,0,,1.0,15.2,8,5,12,10,0,2.87,1.277,65,0.83,0,0,
Freddy Tarnok,26,676206,"Maj-AL,Maj-NL","Miami,Oakland",26,10,1,2.0,1.0,22.0,12,10,15,24,5,4.09,1.227,93,1.6,1,0,
Dillon Tate,31,622253,Maj-AL,"Baltimore,Toronto",31,39,0,2.0,1.0,43.0,50,22,18,35,3,4.6,1.581,198,1.94,4,0,
Grant Taylor,24,691799,Maj-AL,Chicago,24,44,6,2.0,6.0,46.1,44,22,18,67,0,4.27,1.338,196,3.72,7,1,CWS
Josh Taylor,30,657031,Maj-AL,Kansas City,30,17,1,1.0,,17.2,22,16,9,26,4,8.15,1.755,83,2.89,2,0,KC
Troy Taylor,23,700187,Maj-AL,Seattle,23,29,0,,1.0,26.0,29,17,10,27,6,5.88,1.5,118,2.7,1,0,SEA
Julio Teheran,33,527054,Maj-NL,"Milwaukee,New York",33,15,12,3.0,,74.1,74,39,15,53,14,4.72,1.197,304,3.53,9,3,
Rowdy Tellez,30,642133,"Maj-AL,Maj-NL","Milwaukee,Pittsburgh,Texas",30,5,0,,,5.2,11,5,1,1,1,7.94,2.118,30,1.0,0,0,
Kai-Wei Teng,27,678906,"Maj-AL,Maj-NL","Houston,San Francisco",27,20,7,3.0,,52.1,50,36,29,57,6,6.19,1.51,239,1.97,2,1,
Ryan Tepera,35,572193,"Maj-AL,Maj-NL","Los Angeles,St. Louis",35,11,0,2.0,,10.0,16,9,3,11,3,8.1,1.9,53,3.67,1,0,
Juan Then,23,672730,Maj-AL,Seattle,23,9,0,,,11.0,14,6,2,5,3,4.91,1.455,48,2.5,3,0,SEA
Caleb Thielbar,39,573204,"Maj-AL,Maj-NL","Chicago,Minnesota",39,178,0,9.0,5.0,148.2,121,61,51,161,21,3.69,1.157,611,3.16,11,2,
Connor Thomas,27,671162,Maj-NL,Milwaukee,27,2,0,,,5.1,12,12,2,5,3,20.25,2.625,31,2.5,0,0,MIL
Lane Thomas,27,657041,Maj-NL,Washington,27,1,0,,,1.0,3,3,0,1,1,27.0,3.0,6,,0,0,WSN
Keegan Thompson,29,624522,Maj-NL,Chicago,29,42,0,4.0,3.0,58.0,39,24,36,61,5,3.72,1.293,248,1.69,3,1,CHC
Mason Thompson,27,666168,Maj-NL,Washington,27,64,0,5.0,1.0,62.2,77,47,34,52,5,6.75,1.771,293,1.53,9,0,WSN
Ryan Thompson,34,657044,"Maj-AL,Maj-NL","Arizona,Tampa Bay",34,167,0,13.0,4.0,158.2,140,58,43,122,12,3.29,1.153,646,2.84,33,2,
Zach Thompson,31,605507,Maj-NL,Atlanta,31,2,0,,,3.2,0,0,1,3,0,0.0,0.273,12,3.0,0,0,ATL
Zack Thompson,26,668868,Maj-NL,St. Louis,26,29,11,5.0,,81.2,92,51,33,89,14,5.62,1.531,364,2.7,5,1,STL
Trent Thornton,31,663423,Maj-AL,"Seattle,Toronto",31,131,1,7.0,1.0,146.0,134,58,39,135,19,3.58,1.185,599,3.46,15,3,
Drew Thorpe,23,689672,Maj-AL,Chicago,23,9,9,3.0,,44.1,35,27,21,25,8,5.48,1.263,190,1.19,9,1,CWS
Blade Tidwell,25,694918,Maj-NL,"New York,San Francisco",25,10,2,1.0,1.0,23.0,28,17,11,16,5,6.65,1.696,106,1.45,3,0,
Jes\xc3\xbas Tinoco,30,622786,"Maj-AL,Maj-NL","Chicago,Miami,Texas",30,52,0,3.0,7.0,60.0,44,26,20,52,4,3.9,1.067,242,2.6,6,0,
Tyler Tolbert,28,686475,Maj-AL,Kansas City,28,1,0,,,0.2,1,0,0,0,0,0.0,1.5,2,,0,0,KC
Payton Tolle,22,801139,Maj-AL,Boston,22,8,3,,,16.2,18,11,8,19,5,5.94,1.56,75,2.38,3,0,BOS
Jonah Tong,22,804636,Maj-NL,New York,22,5,5,2.0,,18.2,24,16,9,22,3,7.71,1.768,87,2.44,0,1,NYM
Michael Tonkin,35,543859,"Maj-AL,Maj-NL","Atlanta,Minnesota,New York",35,124,0,13.0,3.0,184.0,156,83,61,180,22,4.06,1.179,772,2.95,17,0,
Justin Topa,35,623437,Maj-AL,"Minnesota,Seattle",35,145,1,6.0,8.0,141.2,142,51,40,118,7,3.24,1.285,600,2.95,14,2,
Abraham Toro,28,647351,Maj-AL,Boston,28,1,0,,,1.0,4,2,1,0,0,18.0,5.0,8,0.0,0,0,BOS
Luis Torrens,29,620443,Maj-NL,New York,29,3,0,,,1.0,5,4,1,0,2,36.0,6.0,9,0.0,0,0,NYM
Touki Toussaint,29,657053,Maj-AL,"Chicago,Cleveland,Los Angeles",29,32,16,5.0,,112.0,108,69,76,114,13,5.54,1.643,512,1.5,11,3,
Blake Treinen,38,595014,Maj-NL,Los Angeles,38,109,0,12.0,7.0,97.2,88,33,39,121,9,3.04,1.3,421,3.1,26,4,LAD
Alan Trejo,29,676701,Maj-NL,Colorado,29,3,0,,,3.0,5,3,0,1,2,9.0,1.667,13,,0,0,COL
Jose Trevino,32,624431,"Maj-AL,Maj-NL","Cincinnati,New York",32,4,0,,,4.1,9,4,3,1,0,8.31,2.769,25,0.33,0,0,
Jared Triolo,27,669707,Maj-NL,Pittsburgh,27,1,0,,,1.0,3,0,1,0,1,0.0,4.0,8,0.0,0,0,PIT
Lou Trivino,33,642152,Maj-NL,"Los Angeles,Philadelphia,San Francisco",33,47,2,3.0,,47.2,46,21,18,37,6,3.97,1.343,207,2.06,3,2,
Cole Tucker,27,657061,Maj-AL,Los Angeles,27,1,0,,,1.0,1,0,1,0,0,0.0,2.0,4,0.0,0,0,LAA
Spencer Turnbull,32,605513,"Maj-AL,Maj-NL","Detroit,Philadelphia,Toronto",32,27,15,5.0,,91.2,86,46,39,86,12,4.52,1.364,400,2.21,10,3,
Kyle Tyler,27,667725,Maj-NL,Miami,27,8,7,,,31.2,37,19,18,25,4,5.4,1.737,142,1.39,3,0,MIA
Tyler Uberstine,27,700413,Maj-AL,Boston,27,1,0,,,2.2,3,1,1,2,1,3.38,1.5,11,2.0,0,0,BOS
Edwin Uceta,27,670955,"Maj-AL,Maj-NL","New York,Tampa Bay",27,101,0,12.0,6.0,120.2,88,39,37,163,13,2.91,1.036,491,4.41,13,0,
Erich Uelmen,27,657272,Maj-NL,Philadelphia,27,1,0,,,1.0,3,4,2,1,0,36.0,5.0,8,0.5,2,0,PHI
Duane Underwood Jr.,28,621249,Maj-NL,Pittsburgh,28,20,0,1.0,2.0,24.1,24,14,11,14,3,5.18,1.438,100,1.27,1,0,PIT
Jos\xc3\xa9 Ure\xc3\xb1a,33,570632,"Maj-AL,Maj-NL","Chicago,Colorado,Los Angeles,Minnesota,New York,Texas,Toronto",33,62,25,5.0,2.0,208.2,212,106,84,133,34,4.57,1.419,911,1.58,16,0,
Walbert Ure\xc3\xb1a,22,700712,Maj-AL,Los Angeles,22,2,0,,,1.2,5,0,3,2,0,0.0,4.8,15,0.67,0,0,LAA
Julio Ur\xc3\xadas,26,628711,Maj-NL,Los Angeles,26,20,20,10.0,,111.1,108,58,24,111,24,4.69,1.186,461,4.63,11,3,LAD
Abner Uribe,26,682842,Maj-NL,Milwaukee,26,138,0,7.0,14.0,136.2,95,38,68,159,5,2.5,1.193,561,2.34,4,3,MIL
Jos\xc3\xa9 Urquidy,31,664353,"Maj-AL,Maj-NL","Detroit,Houston,Pittsburgh",31,26,12,4.0,2.0,81.2,94,51,32,62,17,5.62,1.543,366,1.94,17,0,
Naoyuki Uwasawa,30,683822,Maj-AL,Boston,30,2,0,,,4.0,2,1,2,3,0,2.25,1.0,16,1.5,0,0,BOS
Framber Valdez,32,664285,Maj-AL,"Detroit,Houston",32,97,97,41.0,,601.2,521,236,195,585,51,3.53,1.19,2477,3.0,56,3,
Chris Vallimont,26,681808,Maj-AL,Baltimore,26,1,0,,,0.2,1,0,0,1,0,0.0,1.5,2,,0,0,BAL
Brian Van Belle,28,687003,Maj-AL,Tampa Bay,28,4,0,1.0,,8.1,13,5,0,6,2,5.4,1.56,36,,1,0,TB
Ricky Vanasco,25,676568,"Maj-AL,Maj-NL","Detroit,Los Angeles",25,4,0,1.0,,4.0,3,3,0,1,0,6.75,0.75,15,,0,0,
Logan VanWey,26,701121,Maj-AL,Houston,26,9,0,,,10.2,15,6,3,7,2,5.06,1.688,49,2.33,0,0,HOU
Carlos Vargas,25,672841,"Maj-AL,Maj-NL","Arizona,Seattle",25,80,0,5.0,1.0,88.0,94,41,29,63,13,4.19,1.398,381,2.17,7,0,
Ildemaro Vargas,32,545121,Maj-NL,Washington,32,4,0,,,4.0,5,2,1,0,2,4.5,1.5,19,0.0,0,0,WSN
Gus Varland,29,681402,"Maj-AL,Maj-NL","Chicago,Los Angeles,Milwaukee,Washington",29,49,0,2.0,2.0,53.1,63,28,26,55,6,4.73,1.669,246,2.12,7,2,
Louis Varland,28,686973,Maj-AL,"Minnesota,Toronto",28,134,19,9.0,,218.0,223,108,61,229,38,4.46,1.303,927,3.75,10,3,
Mike Vasil,25,678024,Maj-AL,Chicago,25,47,3,5.0,4.0,101.0,74,28,52,82,8,2.5,1.248,423,1.58,24,0,CWS
Andrew Vasquez,29,607755,"Maj-AL,Maj-NL","Detroit,Philadelphia",29,41,0,2.0,,47.0,45,18,22,43,4,3.45,1.426,214,1.95,0,0,
Randy V\xc3\xa1squez,27,681190,"Maj-AL,Maj-NL","New York,San Diego",27,63,55,13.0,,291.0,294,128,107,198,35,3.96,1.378,1257,1.85,24,2,
Luis V\xc3\xa1zquez,25,676679,Maj-AL,Baltimore,25,4,0,,,4.1,3,0,1,0,0,0.0,0.923,14,0.0,0,0,BAL
Vince Velasquez,31,592826,Maj-NL,Pittsburgh,31,8,8,4.0,,37.1,35,16,14,37,4,3.86,1.313,162,2.64,5,0,PIT
Anthony Veneziano,27,685107,"Maj-AL,Maj-NL","Kansas City,Miami,St. Louis",27,40,1,1.0,,40.2,46,18,16,40,5,3.98,1.525,187,2.5,8,1,
Drew VerHagen,32,572403,Maj-NL,St. Louis,32,59,0,5.0,,60.1,51,27,26,59,9,4.03,1.276,265,2.27,9,0,STL
Justin Verlander,43,434378,"Maj-AL,Maj-NL","Detroit,Houston,New York,San Francisco",43,77,77,23.0,,426.2,414,189,132,370,53,3.99,1.28,1821,2.8,32,5,
Alex Vesia,30,681911,Maj-NL,Los Angeles,30,215,1,13.0,14.0,195.2,127,58,80,253,23,2.67,1.058,790,3.16,15,4,LAD
Nick Vespi,28,663989,Maj-AL,Baltimore,28,20,0,1.0,,27.0,26,11,5,18,3,3.67,1.148,108,3.6,0,0,BAL
Will Vest,31,676684,Maj-AL,Detroit,31,201,4,14.0,29.0,209.1,174,67,57,223,10,2.88,1.104,857,3.91,7,1,DET
Thyago Vieira,31,600986,"Maj-AL,Maj-NL","Arizona,Baltimore,Milwaukee",31,30,0,,1.0,41.0,37,22,27,41,8,4.83,1.561,187,1.52,3,2,
Eli Villalobos,27,681871,Maj-NL,Miami,27,3,0,,,4.1,3,1,2,3,1,2.08,1.154,18,1.5,1,0,MIA
David Villar,26,681584,Maj-NL,San Francisco,26,1,0,,,1.0,0,0,1,0,0,0.0,1.0,3,0.0,0,0,SF
Darius Vines,26,670241,Maj-NL,Atlanta,26,9,4,1.0,,34.0,36,22,11,23,7,5.82,1.382,150,2.09,4,1,ATL
Victor Vodnik,26,680767,Maj-NL,Colorado,26,130,0,10.0,22.0,142.0,142,62,70,131,12,3.93,1.493,619,1.87,5,1,COL
Jason Vosler,29,613564,Maj-NL,Cincinnati,29,2,0,,,2.0,5,1,0,0,0,4.5,2.5,11,,0,0,CIN
